"Star Name","RA (J2000.0)","Dec (J2000.0)","Constellation","Var. Type","Min Mag","Max Mag","Period (d)","Obs. Cadence (d)","Obs. Section","Filter/Mode","Last observed","High Priority","Notes"
"TY PsA","22h 49m 39s","-27d 06m 53s","PsA","UGSU","17.0 B","12.0 B","0.0841","5.0","CV","All","Red: Last Observation January 22, 2026 11:10 AM UTC (3 months ago)","",""
"TY Psc","01h 25m 39s","+32d 23m 08s","Psc","UGSU","18.0 V","11.7 V","0.06833","5.0","CV","All","Black: Near Solar Conjunction","",""
"BV Pup","07h 49m 05s","-23d 34m 00s","Pup","UGSS","15.7 V","12.9 V","0.265","5.0","CV","All","Red: Last Observation January 26, 2026 4:00 PM UTC (3 months ago)","",""
"BX Pup","07h 54m 15s","-24d 19m 36s","Pup","UGZ","18.0 V","13.7 V","0.127","5.0","CV","All","Green: Last Observation April 25, 2026 10:18 AM UTC (2 days ago)","",""
"CP Pup","08h 11m 46s","-35d 21m 05s","Pup","NA/DQ","17.0 p","0.5 p","0.06125","5.0","CV","All","Red: Last Observation March 7, 2025 10:29 AM UTC (1 year ago)","",""
"RX Pup","08h 14m 12s","-41d 42m 29s","Pup","ZAND+M","14.8 V","8.5 V","None","5.0","CV","All","Red: Last Observation April 21, 2026 12:33 PM UTC (6 days ago)","",""
"UY Pup","07h 46m 31s","-12d 57m 09s","Pup","UGZ/IW","16.1 V","12.8 V","0.479269","5.0","CV","All","Green: Last Observation April 25, 2026 10:09 AM UTC (2 days ago)","",""
"T Pyx","09h 04m 41s","-32d 22m 47s","Pyx","NR","16.1 V","6.2 V","0.07622886","3.0","CV","All","Red: Last Observation April 22, 2026 2:19 AM UTC (5 days ago)","",""
"FQ Sco","17h 08m 04s","-32d 42m 02s","Sco","UGSS","18.45 B","12.0 B","None","5.0","CV","All","Red: Last Observation April 11, 2026 5:11 PM UTC (2 weeks ago)","",""
"MM Sco","17h 30m 45s","-42d 11m 41s","Sco","UGSU","18.7 g","13.0 g","0.0602","5.0","CV","All","Red: Last Observation November 20, 2025 10:36 AM UTC (5 months ago)","",""
"U Sco","16h 22m 30s","-17d 52m 42s","Sco","NR+E","19.3 V","7.5 V","1.23054695","1.0","CV","All","Red: Last Observation April 25, 2026 12:38 PM UTC (2 days ago)","",""
"V0723 Sco","17h 50m 05s","-35d 23m 57s","Sco","NA","19.0 V","9.0 B","None","5.0","CV","All","Red: Last Observation July 26, 2025 12:05 PM UTC (9 months ago)","",""
"LX Ser","15h 38m 00s","+18d 52m 03s","Ser","NL/VY+E","17.6 V","13.5 V","0.158432492","5.0","CV","All","Red: Last Observation April 7, 2026 2:31 AM UTC (2 weeks ago)","",""
"MU Ser","17h 55m 52s","-14d 01m 17s","Ser","NA","20.0 V","7.7 V","None","5.0","CV","All","Red: Last Observation October 14, 2025 11:49 AM UTC (6 months ago)","",""
"UZ Ser","18h 11m 24s","-14d 55m 34s","Ser","UGZ/IW","17.2 V","12.2 V","0.17589","5.0","CV","All","Green: Last Observation April 25, 2026 6:17 PM UTC (2 days ago)","",""
"AW Sge","19h 58m 37s","+16d 41m 28s","Sge","UGSU","19.6 V","14.0 V","0.0724","5.0","CV","All","Red: Last Observation December 12, 2025 5:28 PM UTC (4 months ago)","",""
"HM Sge","19h 41m 57s","+16d 44m 39s","Sge","NC+M","18.1 B","11.1 B","535.0","5.0","CV","All","Red: Last Observation April 20, 2026 3:53 AM UTC (1 week ago)","",""
"RZ Sge","20h 03m 18s","+17d 02m 52s","Sge","UGSU","None V","12.3 V","0.0682803","5.0","CV","All","Red: Last Observation December 24, 2025 5:53 PM UTC (4 months ago)","",""
"WZ Sge","20h 07m 36s","+17d 42m 14s","Sge","UGWZ+E+ZZ","15.53 B","7.0 B","0.056687846","5.0","CV","All","Red: Last Observation April 19, 2026 4:12 AM UTC (1 week ago)","",""
"FM Sgr","18h 17m 18s","-23d 38m 27s","Sgr","NA","18.3 g","None p","None","5.0","CV","All","Red: Last Observation August 7, 2023 9:37 PM UTC (2 years ago)","",""
"FN Sgr","18h 53m 54s","-18d 59m 40s","Sgr","ZAND+EA","14.0 V","10.8 V","568.3","5.0","CV","All","Red: Last Observation April 5, 2026 3:32 PM UTC (3 weeks ago)","",""
"V0441 Sgr","18h 22m 08s","-25d 28m 47s","Sgr","NA","16.5 p","8.7 p","None","5.0","CV","All","Red: Last Observation November 20, 2025 10:32 AM UTC (5 months ago)","",""
"V0618 Sgr","18h 07m 56s","-36d 29m 36s","Sgr","NC+NR+EA","16.7 V","9.6 V","703.0","5.0","CV","All","Red: Last Observation April 18, 2023 8:12 PM UTC (3 years ago)","",""
"V1017 Sgr","18h 32m 04s","-29d 23m 12s","Sgr","NA+UG+ELL","15.3 B","6.4 B","5.78629","5.0","CV","All","Red: Last Observation November 20, 2025 10:35 AM UTC (5 months ago)","",""
"V1830 Sgr","18h 13m 50s","-27d 42m 21s","Sgr","UG","18.0 V","11.5 V","None","5.0","CV","All","Red: Last Observation November 20, 2025 10:33 AM UTC (5 months ago)","",""
"V4021 Sgr","18h 38m 14s","-23d 22m 47s","Sgr","NA","18.0 V","8.9 V","None","5.0","CV","All","Red: Last Observation August 30, 2025 11:15 AM UTC (8 months ago)","",""
"KK Tel","20h 28m 38s","-52d 18m 45s","Tel","UGSU","19.6 V","13.5 V","0.0845","5.0","CV","All","Red: Last Observation December 28, 2025 11:36 AM UTC (4 months ago)","",""
"RR Tel","20h 04m 18s","-55d 43m 33s","Tel","NC","16.5 p","6.5 p","None","5.0","CV","All","Red: Last Observation September 10, 2025 12:04 AM UTC (7 months ago)","",""
"EK TrA","15h 14m 00s","-65d 05m 35s","TrA","UGSU","16.6 V","10.4 V","0.06288","5.0","CV","All","Red: Last Observation April 18, 2026 4:30 AM UTC (1 week ago)","",""
"BC UMa","11h 52m 15s","+49d 14m 41s","UMa","UGWZ","18.7 V","10.9 V","0.06261","5.0","CV","All","Red: Last Observation April 21, 2026 11:47 PM UTC (5 days ago)","",""
"BZ UMa","08h 53m 44s","+57d 48m 40s","UMa","UGSU","17.2 V","10.8 V","0.06799","5.0","CV","All","Green: Last Observation April 24, 2026 10:36 PM UTC (2 days ago)","",""
"CH UMa","10h 07m 00s","+67d 32m 47s","UMa","UG","15.3 V","10.7 V","0.343184","5.0","CV","All","Red: Last Observation April 21, 2026 11:25 PM UTC (5 days ago)","",""
"CI UMa","10h 18m 13s","+71d 55m 44s","UMa","UGSU","19.6 g","14.1 g","0.06","5.0","CV","All","Red: Last Observation April 21, 2026 11:27 PM UTC (5 days ago)","",""
"CY UMa","10h 56m 56s","+49d 41m 18s","UMa","UGSU","17.0 p","11.9 p","0.06795","5.0","CV","All","Orange: Last Observation April 23, 2026 1:08 AM UTC (4 days ago)","",""
"DI UMa","09h 12m 16s","+50d 53m 54s","UMa","UGER","18.2 V","14.6 V","0.054579","5.0","CV","All","Green: Last Observation April 25, 2026 9:49 PM UTC (1 day ago)","",""
"SU UMa","08h 12m 28s","+62d 36m 22s","UMa","UGSU","16.0 V","10.8 V","0.0763754","5.0","CV","All","Green: Last Observation April 24, 2026 9:02 PM UTC (3 days ago)","",""
"SW UMa","08h 36m 42s","+53d 28m 37s","UMa","UGSU","17.0 V","9.7 V","0.056815","5.0","CV","All","Red: Last Observation April 21, 2026 11:29 PM UTC (5 days ago)","",""
"SS UMi","15h 51m 22s","+71d 45m 11s","UMi","UGSU","17.6 V","12.6 V","0.06778","5.0","CV","All","Orange: Last Observation April 23, 2026 7:26 PM UTC (4 days ago)","",""
"BB Vel","08h 36m 49s","-47d 22m 37s","Vel","UG","16.4 V","13.6 V","None","5.0","CV","All","Red: Last Observation January 24, 2026 12:14 PM UTC (3 months ago)","",""
"CU Vel","08h 58m 33s","-41d 47m 51s","Vel","UGSU","17.0 V","10.5 V","0.0785","5.0","CV","All","Red: Last Observation February 5, 2026 1:24 PM UTC (2 months ago)","",""
"IX Vel","08h 15m 18s","-49d 13m 20s","Vel","UGZ","10.2 V","9.1 V","0.193927","5.0","CV","All","Orange: Last Observation April 23, 2026 12:01 PM UTC (4 days ago)","",""
"WY Vel","09h 21m 59s","-52d 33m 51s","Vel","ZAND","9.1 V","7.5 V","None","5.0","CV","All","Orange: Last Observation April 23, 2026 10:41 AM UTC (4 days ago)","",""
"HV Vir","13h 21m 03s","+1d 53m 28s","Vir","UGWZ","19.9 V","11.5 V","0.057069","5.0","CV","All","Green: Last Observation April 24, 2026 10:05 PM UTC (2 days ago)","",""
"QZ Vir","11h 38m 26s","+3d 22m 06s","Vir","UGSU","16.5 V","9.8 V","0.05882047","5.0","CV","All","Green: Last Observation April 24, 2026 9:42 PM UTC (3 days ago)","",""
"TW Vir","11h 45m 21s","-4d 26m 05s","Vir","UGSS","17.5 V","11.5 V","0.182682","5.0","CV","All","Green: Last Observation April 24, 2026 11:16 PM UTC (2 days ago)","",""
"LV Vul","19h 48m 00s","+27d 10m 19s","Vul","NA","18.4 V","4.5 V","None","5.0","CV","All","Red: Last Observation December 24, 2025 5:34 PM UTC (4 months ago)","",""
"NQ Vul","19h 29m 14s","+20d 27m 59s","Vul","NB","18.0 V","6.01 V","0.146501","5.0","CV","All","Red: Last Observation November 18, 2025 12:02 AM UTC (5 months ago)","",""
"PU Vul","20h 21m 13s","+21d 34m 18s","Vul","NC","16.6 p","8.7 p","268.0","5.0","CV","All","Red: Last Observation March 13, 2026 9:35 AM UTC (1 month ago)","",""
"PW Vul","19h 26m 05s","+27d 21m 57s","Vul","N","16.9 V","6.4 V","None","5.0","CV","All","Red: Last Observation December 24, 2025 5:35 PM UTC (4 months ago)","",""
"QU Vul","20h 26m 46s","+27d 50m 43s","Vul","NA+E","18.9 V","5.3 V","0.1117648","5.0","CV","All","Red: Last Observation December 24, 2025 6:00 PM UTC (4 months ago)","",""
"VW Vul","20h 57m 45s","+25d 30m 25s","Vul","UGZ","17.0 V","13.1 V","0.1687","5.0","CV","All","Red: Last Observation January 7, 2026 6:31 PM UTC (3 months ago)","",""
"BM And","23h 37m 38s","+48d 24m 12s","And","UXOR/ROT","14.02 V","11.63 V","18.58","1.0","YSO","All","Red: Last Observation December 19, 2025 8:53 PM UTC (4 months ago)","",""
"FG Aql","19h 02m 22s","-5d 36m 19s","Aql","INSB","15.5 p","13.8 p","None","1.0","YSO","All","Red: Last Observation October 9, 2023 12:00 AM UTC (2 years ago)","",""
"FH Aql","19h 02m 23s","-5d 36m 36s","Aql","INSB","16.5 p","13.2 p","None","1.0","YSO","All","Red: Last Observation October 9, 2023 12:10 AM UTC (2 years ago)","",""
"V0536 Aql","19h 38m 57s","+10d 30m 16s","Aql","INT","None V","12.5 V","None","1.0","YSO","All","Red: Last Observation April 16, 2025 10:23 AM UTC (1 year ago)","",""
"V0670 Ara","16h 50m 25s","-61d 55m 20s","Ara","IS","16.1 p","14.7 p","None","1.0","YSO","All","Red: Last Observation February 15, 2023 5:46 PM UTC (3 years ago)","",""
"RW Aur","05h 07m 49s","+30d 24m 05s","Aur","CTTS/ROT+CTTS","13.6 V","9.2 V","2.64","1.0","Alert/Campaign","B","Red: Last Observation April 21, 2026 8:09 PM UTC (6 days ago)","","[[Alert Notice 727 https://www.aavso.org/aavso-alert-notice-727]]
[[Alert Notice 514 https://www.aavso.org/aavso-alert-notice-514]]
[[Special Notice #402 https://www.aavso.org/aavso-special-notice-402]]"
"UY Aur","04h 51m 47s","+30d 47m 13s","Aur","CTTS/ROT","14.6 V","11.2 V","6.7","1.0","YSO","All","Red: Last Observation March 6, 2026 6:08 AM UTC (1 month ago)","",""
"DG Aur","05h 01m 33s","+32d 34m 02s","Aur","EA","None g","13.555 g","2.8599186","1.0","YSO","All","Red: Last Observation April 16, 2025 3:33 AM UTC (1 year ago)","",""
"GM Aur","04h 55m 10s","+30d 21m 59s","Aur","CTTS/ROT","12.6 V","11.8 V","6.02","1.0","YSO","All","Red: Last Observation March 28, 2026 2:09 AM UTC (1 month ago)","",""
"GZ Aur","05h 00m 03s","+30d 01m 08s","Aur","CTTS","16.5 G","13.9 G","None","1.0","YSO","All","Red: Last Observation December 22, 2024 4:14 AM UTC (1 year ago)","",""
"HO Aur","05h 07m 46s","+31d 20m 18s","Aur","IS:","13.7 p","12.6 p","None","1.0","YSO","All","Red: Last Observation March 23, 2026 8:35 PM UTC (1 month ago)","",""
"PS Aur","05h 11m 03s","+32d 18m 06s","Aur","EA","None r","12.759 r","1.10166","1.0","YSO","All","Red: Last Observation January 24, 2025 2:59 AM UTC (1 year ago)","",""
"V0347 Aur","04h 56m 57s","+51d 30m 51s","Aur","TTS","16.5 V","11.8 V","None","1.0","YSO","All","Red: Last Observation April 19, 2026 8:26 PM UTC (1 week ago)","",""
"V0372 Aur","05h 54m 42s","+41d 52m 12s","Aur","LB:","15.3 p","14.3 p","None","1.0","YSO","All","Red: Last Observation April 1, 2025 3:28 AM UTC (1 year ago)","",""
"ES Car","11h 10m 13s","-60d 14m 03s","Car","INS","14.5 p","13.0 p","None","1.0","YSO","All","Red: Last Observation April 24, 2026 12:58 PM UTC (3 days ago)","",""
"VX Cas","00h 31m 30s","+61d 58m 50s","Cas","UXOR","13.3 V","10.5 V","None","1.0","YSO","All","Red: Last Observation February 6, 2026 3:41 AM UTC (2 months ago)","",""
"MQ Cas","00h 09m 37s","+58d 13m 10s","Cas","YSO:","14.8 V","10.8 V","None","1.0","YSO","All","Red: Last Observation February 13, 2026 4:42 AM UTC (2 months ago)","",""
"NX Cas","00h 38m 59s","+59d 27m 48s","Cas","YSO","16.8 g","13.8 g","None","1.0","YSO","All","Red: Last Observation December 22, 2025 5:09 AM UTC (4 months ago)","",""
"V0519 Cas","02h 56m 47s","+63d 27m 17s","Cas","LB","15.1 p","13.8 p","None","1.0","YSO","All","Red: Last Observation February 6, 2026 3:24 AM UTC (2 months ago)","",""
"V0545 Cas","00h 20m 16s","+59d 23m 13s","Cas","ISA:","12.6 p","11.4 p","None","1.0","YSO","All","Red: Last Observation April 19, 2026 11:07 AM UTC (1 week ago)","",""
"V0594 Cas","00h 43m 18s","+61d 54m 40s","Cas","INA","10.93 V","10.38 V","None","1.0","YSO","All","Red: Last Observation February 6, 2026 4:03 AM UTC (2 months ago)","",""
"V0628 Cas","23h 17m 25s","+60d 50m 43s","Cas","TTS/ROT","11.84 V","10.88 V","2.8869","1.0","YSO","All","Red: Last Observation January 31, 2026 12:33 AM UTC (2 months ago)","",""
"V0642 Cas","00h 15m 04s","+63d 50m 38s","Cas","L:","9.4 V","8.7 V","None","1.0","YSO","All","Red: Last Observation February 6, 2026 3:49 AM UTC (2 months ago)","",""
"NSV 87","00h 12m 56s","+63d 46m 30s","Cas","CST","None None","11.5 V","None","1.0","YSO","All","Red: Last Observation April 7, 2026 7:33 PM UTC (2 weeks ago)","",""
"NSV 93","00h 13m 51s","+63d 45m 27s","Cas","CST","None None","11.34 V","None","1.0","YSO","All","Red: Last Observation February 6, 2026 3:49 AM UTC (2 months ago)","",""
"V0540 Cen","14h 38m 36s","-40d 18m 20s","Cen","ISA","16.2 p","14.8 p","None","1.0","YSO","All","Red: Last Observation April 15, 2023 9:31 PM UTC (3 years ago)","",""
"V0653 Cen","12h 15m 37s","-45d 58m 05s","Cen","EW","14.69 CV","14.02 CV","0.3648759","1.0","YSO","All","Red: Last Observation March 24, 2020 5:38 PM UTC (6 years ago)","",""
"SV Cep","22h 21m 33s","+73d 40m 27s","Cep","UXOR","12.15 V","10.35 V","None","1.0","YSO","All","Red: Last Observation April 23, 2026 8:22 PM UTC (4 days ago)","",""
"YZ Cep","22h 18m 01s","+57d 17m 17s","Cep","ISB","13.1 V","11.0 V","None","1.0","YSO","All","Red: Last Observation December 25, 2025 3:18 AM UTC (4 months ago)","",""
"BG Cep","22h 00m 30s","+68d 28m 22s","Cep","UXOR","14.2 V","12.8 V","None","1.0","YSO","All","Red: Last Observation January 21, 2026 2:55 AM UTC (3 months ago)","",""
"BH Cep","22h 01m 42s","+69d 44m 36s","Cep","UXOR","12.7 V","10.79 V","None","1.0","YSO","All","Red: Last Observation April 23, 2026 8:12 PM UTC (4 days ago)","",""
"BO Cep","22h 16m 54s","+70d 03m 45s","Cep","UXOR","12.4 V","11.5 V","None","1.0","YSO","All","Red: Last Observation December 22, 2025 3:22 AM UTC (4 months ago)","",""
"BS Cep","22h 29m 05s","+65d 14m 41s","Cep","UXOR","16.3 V","13.2 V","None","1.0","YSO","All","Red: Last Observation December 25, 2025 3:30 AM UTC (4 months ago)","",""
"DI Cep","22h 56m 11s","+58d 40m 01s","Cep","CTTS/ROT","13.5 B","11.95 B","2.09","1.0","YSO","All","Red: Last Observation February 2, 2026 2:43 AM UTC (2 months ago)","",""
"DZ Cep","21h 44m 57s","+58d 34m 48s","Cep","INS","16.2 p","14.4 p","None","1.0","YSO","All","Red: Last Observation October 3, 2024 11:58 PM UTC (1 year ago)","",""
"EH Cep","21h 03m 24s","+67d 59m 06s","Cep","INT","15.9 p","12.1 p","None","1.0","YSO","All","Red: Last Observation August 13, 2024 1:43 AM UTC (1 year ago)","",""
"GM Cep","21h 38m 17s","+57d 31m 22s","Cep","UXOR","15.2 V","12.8 V","None","1.0","YSO","All","Red: Last Observation October 1, 2025 9:37 PM UTC (6 months ago)","",""
"LO Cep","21h 19m 43s","+61d 42m 26s","Cep","UXOR","15.0 V","13.4 V","None","1.0","YSO","All","Red: Last Observation July 16, 2025 10:30 PM UTC (9 months ago)","",""
"V0373 Cep","21h 43m 06s","+66d 06m 54s","Cep","UXOR","13.3 V","11.82 V","None","1.0","YSO","All","Red: Last Observation January 18, 2026 1:30 AM UTC (3 months ago)","",""
"V0488 Cep","21h 35m 19s","+57d 36m 38s","Cep","UXOR","14.6 G","13.0 G","None","1.0","YSO","All","Red: Last Observation March 21, 2026 11:37 AM UTC (1 month ago)","",""
"V0730 Cep","22h 54m 03s","+58d 54m 01s","Cep","CTTS/DIP","15.9 V","12.1 V","None","1.0","YSO","All","Red: Last Observation March 11, 2026 6:14 PM UTC (1 month ago)","","Observe as often as possible"
"SX Cha","10h 56m 00s","-77d 24m 40s","Cha","INSB","16.6 B","14.0 B","None","1.0","YSO","All","Red: Last Observation February 12, 2026 1:11 AM UTC (2 months ago)","",""
"SY Cha","10h 56m 30s","-77d 11m 39s","Cha","CTTS/ROT","13.7 V","12.67 V","6.127","1.0","YSO","All","Red: Last Observation April 21, 2026 10:56 AM UTC (6 days ago)","",""
"SZ Cha","10h 58m 16s","-77d 17m 17s","Cha","CTTS","13.8 V","11.7 V","None","1.0","YSO","All","Red: Last Observation April 21, 2026 11:30 AM UTC (6 days ago)","",""
"TW Cha","10h 59m 01s","-77d 22m 41s","Cha","CTTS","14.0 V","12.3 V","None","1.0","YSO","All","Red: Last Observation April 25, 2026 9:35 AM UTC (2 days ago)","",""
"UV Cha","11h 05m 53s","-76d 18m 25s","Cha","INS","15.5 p","14.0 p","None","1.0","YSO","All","Red: Last Observation May 7, 2022 3:44 PM UTC (3 years ago)","",""
"VW Cha","11h 08m 01s","-77d 42m 28s","Cha","CTTS/ROT","13.5 V","12.4 V","9.221","1.0","YSO","All","Red: Last Observation April 22, 2026 1:27 PM UTC (5 days ago)","",""
"VZ Cha","11h 09m 23s","-76d 23m 20s","Cha","CTTS/ROT","None V","12.1 V","None","1.0","YSO","All","Red: Last Observation April 25, 2026 9:38 AM UTC (2 days ago)","",""
"WW Cha","11h 10m 00s","-76d 34m 57s","Cha","CTTS","None V","12.7 V","None","1.0","YSO","All","Red: Last Observation April 24, 2026 10:58 AM UTC (3 days ago)","",""
"WX Cha","11h 09m 58s","-77d 37m 09s","Cha","CTTS","14.9 V","13.4 V","None","1.0","YSO","All","Red: Last Observation April 22, 2026 1:27 PM UTC (5 days ago)","",""
"WY Cha","11h 10m 07s","-76d 29m 38s","Cha","CTTS/DIP","14.9 V","13.4 V","None","1.0","YSO","All","Red: Last Observation April 25, 2026 9:38 AM UTC (2 days ago)","",""
"XX Cha","11h 11m 39s","-76d 20m 15s","Cha","CTTS","15.3 V","13.1 V","None","1.0","YSO","All","Red: Last Observation April 16, 2026 10:31 AM UTC (1 week ago)","",""
"DG Cir","15h 03m 23s","-63d 22m 58s","Cir","UXOR","16.8 V","12.5 V","None","1.0","YSO","All","Red: Last Observation July 2, 2025 12:41 AM UTC (9 months ago)","",""
"BN CrA","18h 36m 27s","-39d 02m 56s","CrA","ISB","13.2 V","11.6 V","None","1.0","YSO","All","Red: Last Observation March 17, 2026 6:03 PM UTC (1 month ago)","",""
"GV CrA","18h 09m 09s","-37d 26m 23s","CrA","I","16.0 p","14.0 p","None","1.0","YSO","All","Red: Last Observation November 2, 2023 12:24 PM UTC (2 years ago)","",""
"MM CrA","18h 03m 16s","-39d 31m 55s","CrA","NL","16.1 V","14.2 V","None","1.0","YSO","All","Red: Last Observation October 21, 2019 12:13 PM UTC (6 years ago)","",""
"NO CrA","18h 04m 02s","-39d 30m 16s","CrA","MISC","None V","13.27 V","116.447571","1.0","YSO","All","Red: Last Observation October 21, 2019 12:13 PM UTC (6 years ago)","",""
"V0537 CrA","18h 17m 00s","-39d 06m 38s","CrA","LB","11.4 V","10.2 V","None","1.0","YSO","All","Red: Last Observation April 22, 2026 3:16 PM UTC (5 days ago)","",""
"V0651 CrA","19h 04m 59s","-41d 14m 34s","CrA","I","15.0 p","13.5 p","None","1.0","YSO","All","Red: Last Observation October 19, 2019 1:27 PM UTC (6 years ago)","",""
"V0517 Cyg","20h 47m 23s","+43d 44m 39s","Cyg","UXOR","15.6 V","12.1 V","None","1.0","YSO","All","Red: Last Observation April 24, 2026 10:03 AM UTC (3 days ago)","",""
"V0561 Cyg","20h 25m 58s","+52d 08m 41s","Cyg","ISB","14.5 p","11.8 p","None","1.0","YSO","All","Red: Last Observation December 22, 2025 1:57 AM UTC (4 months ago)","",""
"V1057 Cyg","20h 58m 53s","+44d 15m 28s","Cyg","FUOR","16.5 B","10.3 B","None","1.0","YSO","All","Red: Last Observation March 27, 2026 3:38 AM UTC (1 month ago)","",""
"V1331 Cyg","21h 01m 09s","+50d 21m 44s","Cyg","INST","13.08 V","10.59 V","None","1.0","YSO","All","Red: Last Observation December 25, 2025 2:20 AM UTC (4 months ago)","",""
"V1393 Cyg","20h 33m 39s","+41d 19m 26s","Cyg","IS:","13.2 p","11.5 p","None","1.0","YSO","All","Red: Last Observation October 18, 2025 12:00 AM UTC (6 months ago)","",""
"V1514 Cyg","20h 07m 01s","+58d 16m 41s","Cyg","INSB:","14.9 p","12.6 p","None","1.0","YSO","All","Red: Last Observation April 16, 2025 10:25 AM UTC (1 year ago)","",""
"V1515 Cyg","20h 23m 48s","+42d 12m 25s","Cyg","FUOR","17.7 B","13.51 B","None","1.0","YSO","All","Red: Last Observation December 16, 2025 1:41 AM UTC (4 months ago)","",""
"V1910 Cyg","21h 32m 31s","+38d 57m 54s","Cyg","UXOR","15.2 V","12.1 V","None","1.0","YSO","All","Red: Last Observation January 10, 2026 7:34 PM UTC (3 months ago)","",""
"V1938 Cyg","21h 32m 37s","+39d 40m 05s","Cyg","INS","15.2 p","13.8 p","None","1.0","YSO","All","Red: Last Observation November 29, 2025 6:01 PM UTC (4 months ago)","",""
"V1977 Cyg","20h 47m 37s","+43d 47m 25s","Cyg","UXOR","11.8 V","10.8 V","None","1.0","YSO","All","Red: Last Observation April 24, 2026 10:03 AM UTC (3 days ago)","",""
"V1982 Cyg","21h 03m 54s","+50d 15m 09s","Cyg","INT","13.8 B","12.0 B","None","1.0","YSO","All","Red: Last Observation December 19, 2025 6:23 PM UTC (4 months ago)","",""
"NSV 25614","21h 28m 50s","+39d 11m 53s","Cyg","INS:","14.5 P","13.5 P","None","1.0","YSO","All","Red: Last Observation November 1, 2021 2:32 AM UTC (4 years ago)","",""
"CF Dra","19h 06m 47s","+53d 22m 57s","Dra","EA","14.55 V","13.93 V","1.00253","1.0","YSO","All","Red: Last Observation September 12, 2024 1:40 AM UTC (1 year ago)","",""
